MovieID;Title;KoreanTitle;Plot;ReleaseYear;RunningTime;GradeID;GradeInKoreaID;Poster;ReleaseDateInKorea;BoxOfficeWWGross;BoxOfficeUSGross;Budget
1;Whiplash;위플래쉬;"A promising young drummer enrolls at a cut-throat music conservatory where his dreams of greatness are mentored by an instructor who will stop at nothing to realize a student's potential.";2014;107;1;NULL;Whiplash.jpg;2015-03-12;33020729;13092000;3300000
2;"Birdman: Or (The Unexpected Virtue of Ignorance)";버드맨;"A washed-up actor, who once played an iconic superhero, battles his ego and attempts to recover his family, his career and himself in the days leading up to the opening of his Broadway play.";2014;119;1;NULL;Birdman.jpg;2015-03-05;103215094;42335698;22000000
3;"American Sniper";"아메리칸 스나이퍼";"Navy SEAL sniper Chris Kyle‘s pinpoint accuracy saves countless lives on the battlefield and turns him into a legend. Back home to his wife and kids after four tours of duty, however, Chris finds that it is the war he can‘t leave behind.";2014;132;1;NULL;AmericanSniper.jpg;2015-01-14;33020729;547126372;58800000
4;Boyhood;보이후드;"메이슨의 삶, 어린 시절에서 대학에 입학할 때 까지의 이야기. 여섯살의 메이슨은 누나 사만다와 어머니 올리비아와 함께 살고 있다. 아빠는 일주일에 한번씩 들러 아이들과 친구처럼 놀아주지만 함께 살 수는 없다. 엄마의 이혼과 재혼, 직장 문제 등으로 계속 낮선 도시로 이사를 다녀야 하는 메이슨은 외로운 나날을 보내며 성장한다.";2014;165;1;NULL;Boyhood.jpg;2014-10-23;43237465;25359200;4000000
5;"The Imitation Game";"이미테이션 게임";"During World War II, mathematician Alan Turing tries to crack the enigma code with help from fellow mathematicians.";2014;114;2;NULL;TheImitationGame.jpg;2015-02-17;219979959;91121452;14000000
6;"The Grand Budapest Hotel";"그랜드 부다페스트 호텔";"The adventures of Gustave H, a legendary concierge at a famous hotel from the fictional Republic of Zubrowka between the first and second World Wars, and Zero Moustafa, the lobby boy who becomes his most trusted friend.";2014;99;1;NULL;TheGrandBudapestHotel.jpg;NULL;174600318;59100318;31000000
7;Selma;셀마;"A chronicle of Martin Luther King's campaign to secure equal voting rights via an epic march from Selma to Montgomery, Alabama in 1965.";2014;128;2;NULL;Selma.jpg;NULL;66787908;52076908;20000000
8;"The Theory of Everything";"사랑에 대한 모든 것";"A look at the relationship between the famous physicist Stephen Hawking and his wife.";2014;123;2;NULL;TheTheoryofEverything.jpg;2014-12-10;121201940;35893537;15000000
9;Foxcatcher;폭스캐처;"The greatest Olympic Wrestling Champion brother team joins Team Foxcatcher led by multimillionaire sponsor John E. du Pont as they train for the 1988 games in Seoul - a union that leads to unlikely circumstances.";2014;134;2;NULL;Foxcatcher.jpg;2015-02-05;15920642;12096300;24000000
10;"Still Alice";"스틸 앨리스";"언어학 교수로서 존경받는 삶을 살던 앨리스는 어느날 자신이 희귀한 알츠하이머에 걸렸다는 것을 알게된다. 자신의 모든 기억, 심지어 사랑하는 사람들까지도 모두 잊어버릴 수 있다는 두려움에 떨게되고 이는 가족 모두에게도 두려움으로 다가온다.";2014;101;2;NULL;StillAlice.jpg;2015-04-29;41797583;18754371;4100000
11;"Two Days, One Night";"내일을 위한 시간";"Sandra, a young Belgian mother, discovers that her workmates have opted for a significant pay bonus, in exchange for her dismissal. She has only one weekend to convince her colleagues to give up their bonuses so that she can keep her job.";2014;95;2;NULL;TwoDaysOneNight.jpg;2015-01-01;6860853;1433853;7000000
12;"Gone Girl";"나를 찾아줘";"With his wife‘s disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it‘s suspected that he may not be innocent.";2014;149;1;NULL;GoneGirl.jpg;2014-10-23;368061911;167767189;61000000
13;Wild;와일드;"A chronicle of one woman's 1,100-mile solo hike undertaken as a way to recover from a recent catastrophe.";2014;115;1;NULL;Wild.jpg;2015-01-22;52501541;37880356;NULL
14;"The Judge";"더 저지";"Big city lawyer Hank Palmer returns to his childhood home where his father, the town's judge, is suspected of murder. Hank sets out to discover the truth and, along the way, reconnects with his estranged family.";2014;141;1;NULL;TheJudge.jpg;2015-02-22;212902372;128002372;50000000
15;"Into the Woods";숲속으로;"A witch tasks a childless baker and his wife with procuring magical items from classic fairy tales to reverse the curse put on their family tree.";2014;125;3;NULL;IntotheWoods.jpg;2014-12-24;38697217;32381217;8500000
16;Nightcrawler;"나이트 크롤러";"When Lou Bloom, a driven man desperate for work, muscles into the world of L.A. crime journalism, he blurs the line between observer and participant to become the star of his own story. Aiding him in his effort is Nina, a TV-news veteran.";2014;117;1;NULL;Nightcrawler.jpg;NULL;38697217;32381217;8500000
17;"Inherent Vice";"인히어런트 바이스";"In 1970, drug-fueled Los Angeles detective Larry "Doc" Sportello investigates the disappearance of a former girlfriend.";2014;148;1;NULL;InherentVice.jpg;NULL;11110975;8110975;20000000
18;"Mr. Turner";"미스터 터너";"An exploration of the last quarter century of the great, if eccentric, British painter J.M.W. Turner‘s life.";2014;150;1;NULL;MrTurner.jpg;NULL;5405500;3958500;NULL
19;Unbroken;언브로큰;"After a near-fatal plane crash in WWII, Olympian Louis Zamperini spends a harrowing 47 days in a raft with two fellow crewmen before he‘s caught by the Japanese navy and sent to a prisoner-of-war camp.";2014;137;2;NULL;Unbroken.jpg;NULL;161459297;115637895;65000000
20;Ida;이다;"Anna, a young novitiate nun in 1960s Poland, is on the verge of taking her vows when she discovers a dark family secret dating back to the years of the Nazi occupation.";2014;82;2;NULL;Ida.jpg;NULL;3827060;3827060;NULL
21;Maleficent;말레피센트;"A vengeful fairy is driven to curse an infant princess, only to discover that the child may be the one person who can restore peace to their troubled land.";2014;97;3;NULL;Maleficent.jpg;NULL;758410378;241410378;180000000
22;Interstellar;인터스텔라;"A team of explorers travel through a wormhole in an attempt to ensure humanity's survival.";2014;169;3;NULL;Interstellar.jpg;2014-11-06;672720017;188020017;165000000
23;"The Hobbit: The Battle of the Five Armies";"호빗: 다섯 군대 전투";"Bilbo and Company are forced to engage in a war against an array of combatants and keep the Lonely Mountain from falling into the hands of a rising darkness.";2014;144;2;NULL;TheHobbitTheBattleoftheFiveArmies.jpg;2014-12-17;955119788;255119788;250000000
24;"Captain America: The Winter Soldier";"캡틴 아메리카: 윈터 솔저";"As Steve Rogers struggles to embrace his role in the modern world, he teams up with another super soldier, the black widow, to battle a new threat from old history: an assassin known as the Winter Soldier.";2014;136;2;NULL;CaptainAmericaTheWinterSoldier.jpg;2014-03-26;714766572;259766572;170000000
25;"Dawn of the Planet of the Apes";"혹설탈출: 반격의 서막";"Ten years after a pandemic disease, apes who have survived it are drawn into battle with a group of human survivors.";2014;130;2;NULL;DawnofthePlanetoftheApes.jpg;NULL;708835589;208545589;170000000
26;"Guardians of the Galaxy";"가디언즈 오브 갤럭시";"A group of intergalactic criminals are forced to work together to stop a fanatical warrior from taking control of the universe.";2014;121;2;NULL;GuardiansoftheGalaxy.jpg;2014-07-31;774176600;333176600;170000000
27;"X-Men: Days of Future Past";"엑스맨: 데이즈 오브 퓨처 패스트";"The X-Men send Wolverine to the past in a desperate effort to change history and prevent an event that results in doom for both humans and mutants.";2014;131;2;NULL;X-MenDaysofFuturePast.jpg;NULL;748121534;233921534;200000000
28;"Begin Again";"비긴 어게인";"딸이 보는 앞에서 망신을 당한 맨하탄의 음악 프로듀서와 젊은 여성 싱어 송라이터가 만나 뉴욕에서 새로운 음악을 만들기 시작한다.";2013;104;1;NULL;BeginAgain.jpg;2014-08-13;63464861;16170632;25000000
29;"The Lego Movie";레고무비;"An ordinary Lego construction worker, thought to be the prophesied 'Special', is recruited to join a quest to stop an evil tyrant from gluing the Lego universe into eternal stasis.";2014;100;3;NULL;TheLegoMovie.jpg;NULL;468760692;257760692;60000000
30;"Beyond the Lights";블랙버드;"The pressures of fame have superstar singer Noni on the edge, until she meets Kaz, a young cop who works to help her find the courage to develop her own voice and break free to become the artist she was meant to be.";2014;116;3;NULL;BeyondtheLights.jpg;NULL;14618727;14618727;7000000
31;"Glen Campbell: I‘ll Be Me";"아윌 비 미";"As he struggles with Alzheimer‘s disease, country-music legend Glen Campbell embarks on his farewell tour in the U.S., Australia, and Europe.";2014;116;3;NULL;GlenCampbellIllBeMe.jpg;NULL;365422;365422;NULL
32;Feast;NULL;"The story of one man‘s love life is seen through the eyes of his best friend and dog, Winston, and revealed bite by bite through the meals they share.";2014;6;4;NULL;Foster.jpg;NULL;NULL;NULL;NULL
33;"The Bigger Picture";NULL;"‘You want to put her in a home; you tell her; tell her now!‘ hisses one brother to the other. But Mother won‘t go, and their own lives quickly unravel as she clings to life. Director Daisy Jacobs uses two-metre-high painted characters in full-size sets to tell the stark and darkly humorous tale of caring for an elderly relative. The Bigger Picture is quite simply the most innovative animated short you will see this year. ";2014;8;4;NULL;TheBiggerPicture.jpg;NULL;NULL;NULL;NULL
34;"The Dam Keeper";NULL;"A young pig with an important job, and a new friend who changes everything. In a desolate future, one small town has survived because of a large windmill dam that acts as a fan to keep out pollution. The dam‘s operator, Pig, works tirelessly to keep the sails spinning and protect the town, despite abuse from classmates and an indifferent public. When a new student joins Pig‘s class, nothing will be the same again. ";2014;18;4;NULL;TheDamKeeper.jpg;NULL;NULL;NULL;NULL
35;"Me and My Moulton";NULL;"A personal animated story about a girl which wishes for a bicycle from her parents, but gets something completely different, showing the different reality in which children and grown ups live in.";2014;14;4;NULL;MeandMyMoulton.jpg;NULL;NULL;NULL;NULL
36;"A Single Life";NULL;"When Pia plays a mysterious vinyl record single, she suddenly knows how to travel through her own life.";2014;3;4;NULL;ASingleLife.jpg;NULL;NULL;NULL;NULL
37;"The Phone Call";NULL;"Heather is a shy lady who works in a helpline call centre. When she receives a phone call from a mystery man, she has no idea that the encounter will change her life forever.";2014;20;4;NULL;ThePhoneCall.jpg;NULL;NULL;NULL;NULL
38;Aya;NULL;"Two strangers unexpectedly meet at an airport. He mistakenly confuses her to be his assigned driver. She, enchanted by the random encounter, does not hurry to prove him wrong.";2014;40;1;NULL;Aya.jpg;NULL;NULL;NULL;NULL
39;"Boogaloo and Graham";NULL;"Jamesy and Malachy are over the moon when their soft-hearted Dad presents them with two baby chicks to care for, but the two boys are in for a shock when their parents announce that big changes are coming to the family.";2014;14;3;NULL;BoogalooandGraham.jpg;NULL;NULL;NULL;NULL
40;"Butter Lamp";NULL;"A young itinerant photographer and his assistant suggest to Tibetan nomads to photograph them in front of various background.";2013;15;3;NULL;ButterLamp.jpg;NULL;NULL;NULL;NULL
41;Parvaneh;NULL;"Parvaneh is a young Afghan immigrant who recently arrived at a transit centre for asylum seekers in the Swiss Alps. The only things she has got to know yet are the rural area surrounding the centre and the centre itself.";2012;25;3;NULL;Parvaneh.jpg;NULL;NULL;NULL;NULL
42;"Crisis Hotline: Veterans Press 1";NULL;"They served their country overseas. Now, many military veterans must turn to the unique services of the Veterans‘ Crisis Line to help with their own personal and professional traumas at home. This documentary profiles several of the VCL counselors who work the phones of this 24-hour service, providing support, guidance, and hope to active and retired servicemen dealing with emotional, physical and financial troubles. ";2013;40;1;NULL;CrisisHotlineVeteransPress1.jpg;NULL;NULL;NULL;NULL
43;Joanna;NULL;"A story of thoughtfulness in death, life and love.";2013;40;1;NULL;Joanna.jpg;NULL;NULL;NULL;NULL
44;"Our Curse";NULL;"The film is a personal statement of the director and his wife, who have to deal with an incurable disease of their newborn son.";2013;28;1;NULL;OurCurse.jpg;NULL;NULL;NULL;NULL
45;"The Reaper";NULL;"Efrain, also known as the Reaper, who works at a slaughterhouse since 25 years ago, we will discover his deep relationship with dead.";2013;29;6;NULL;TheReaper.jpg;NULL;NULL;NULL;NULL
46;"White Earth";NULL;"Thousands of desperate souls flock to America‘s Northern Plains seeking work in the oil fields. Three children and an immigrant mother brave a cruel winter and explore themes of innocence, home and the American Dream.";2014;20;6;NULL;WhiteEarth.jpg;NULL;NULL;NULL;NULL
47;Citizenfour;NULL;"A documentarian and a reporter travel to Hong Kong for the first of many meetings with Edward Snowden.";2014;114;1;NULL;Citizenfour.jpg;NULL;NULL;NULL;NULL
48;"Finding Vivian Maier";NULL;"A documentary on the late Vivian Maier, a nanny whose previously unknown cache of 100,000 photographs earned her a posthumous reputation as one of the most accomplished street photographers.";2013;83;6;NULL;FindingVivianMaier.jpg;NULL;NULL;NULL;NULL
49;"Last Days in Vietnam";NULL;"During the chaotic final weeks of the Vietnam War, the North Vietnamese Army closes in on Saigon as the panicked South Vietnamese people desperately attempt to escape. On the ground, American soldiers and diplomats confront the same moral quandary: whether to obey White House orders to evacuate U.S. citizens only--or to risk treason and save the lives of as many South Vietnamese citizens as they can. ";2014;98;6;NULL;LastDaysinVietnam.jpg;NULL;NULL;NULL;NULL
50;Virunga;NULL;"A group of brave individuals risk their lives to save the last of the world‘s mountain gorillas; in the midst of renewed civil war and a scramble for Congo‘s natural resources.";2014;100;6;NULL;Virunga.jpg;NULL;NULL;NULL;NULL
51;Tangerines;NULL;"War in Georgia, Apkhazeti region in 1990. An Estonian man Ivo has stayed behind to harvest his crops of tangerines. In a bloody conflict at his door, a wounded man is left behind, and Ivo is forced to take him in.";2013;87;7;NULL;Tangerines.jpg;NULL;NULL;NULL;NULL
52;Leviathan;NULL;"In a Russian coastal town, Kolya is forced to fight the corrupt mayor when he is told that his house will be demolished. He recruits a lawyer friend to help, but the man‘s arrival brings further misfortune for Kolya and his family.";2014;140;1;NULL;Leviathan.jpg;NULL;NULL;NULL;NULL
53;"Wild Tales";NULL;"Six short stories involving distressed people.";2014;122;1;NULL;WildTales.jpg;NULL;NULL;NULL;NULL
54;Timbuktu;NULL;"A cattle herder and his family who reside in the dunes of Timbuktu find their quiet lives -- which are typically free of the Jihadists determined to control their faith -- abruptly disturbed.";2014;97;2;NULL;Timbuktu.jpg;NULL;NULL;NULL;NULL
55;"Big Hero 6";"빅 히어로";"The special bond that develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada, who team up with a group of friends to form a band of high-tech heroes.";2014;102;3;NULL;BigHero6.jpg;2015-01-21;652127828;222527828;166000000
56;"The Boxtrolls";박스트롤;"A young orphaned boy raised by underground cave-dwelling trash collectors tries to save his friends from an evil exterminator. Based on the children‘s novel ‘Here Be Monsters‘ by Alan Snow.";2014;96;3;NULL;TheBoxtrolls.jpg;NULL;108255770;50837305;60000000
57;"How to Train Your Dragon 2";"드래곤 길들이기 2";"When Hiccup and Toothless discover an ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace.";2014;102;3;NULL;HowtoTrainYourDragon2.jpg;NULL;618909935;177002924;145000000
58;"Song of the Sea";NULL;"Saoirse, a little girl who can turn into a seal, goes on an adventure with her brother to save the spirit world and other magical beings like her.";2014;93;3;NULL;SongoftheSea.jpg;NULL;NULL;NULL;NULL
59;"The Tale of The Princess Kaguya";NULL;"Found inside a shining stalk of bamboo by an old bamboo cutter and his wife, a tiny girl grows rapidly into an exquisite young lady. The mysterious young princess enthralls all who encounter her - but ultimately she must confront her fate, the punishment for her crime.";2013;137;3;NULL;TheTaleofThePrincessKaguya.jpg;NULL;NULL;NULL;NULL
60;"12 Years a Slave";"노예 12년";"In the antebellum United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery.";2013;134;1;NULL;12YearsaSlave.jpg;2014-02-27;187733202;56671993;20000000
61;"The Wolf of Wall Street";"울프 오브 월 스트리트";"Based on the true story of Jordan Belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government.";2013;180;1;NULL;TheWolfofWallStreet.jpg;2014-01-09;392000694;116900694;100000000
62;"American Hustle";"아메리칸 허슬";"A con man, Irving Rosenfeld, along with his seductive partner Sydney Prosser, is forced to work for a wild FBI agent, Richie DiMaso, who pushes them into a world of Jersey powerbrokers and mafia.";2013;138;1;NULL;AmericanHustle.jpg;2014-02-20;251171807;150117807;40000000
63;Nebraska;네브라스카;"An aging, booze-addled father makes the trip from Montana to Nebraska with his estranged son in order to claim a million-dollar Mega Sweepstakes Marketing prize.";2013;115;1;NULL;Nebraska.jpg;2013-03-20;17654912;17654912;12000000
64;"Captain Phillips";"캡틴 필립스";"The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the US-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years.";2013;134;2;NULL;CaptainPhillips.jpg;2013-10-23;218791811;107100855;55000000
65;Philomena;"필로미나의 기적";"A world-weary political journalist picks up the story of a woman‘s search for her son, who was taken away from her decades ago after she became pregnant and was forced to live in a convent.";2013;98;2;NULL;Philomena.jpg;2014-04-16;100129872;37709979;12000000
66;"Dallas Buyers Club";"달라스 바이어스 클럽";"In 1985 Dallas, electrician and hustler Ron Woodroof works around the system to help AIDS patients get the medication they need after he is himself diagnosed with the disease.";2013;117;1;NULL;DallasBuyersClub.jpg;2014-03-06;55198285;27298285;5000000
67;Gravity;그래비티;"A medical engineer and an astronaut work together to survive after a catastrophe destroys their shuttle and leaves them adrift in orbit.";2013;91;2;NULL;Gravity.jpg;2013-10-17;716392705;274092705;100000000
68;Her;그녀;"A lonely writer develops an unlikely relationship with his newly purchased operating system that‘s designed to meet his every need.";2013;126;1;NULL;Her.jpg;NULL;47351251;25568251;23000000
69;"The Salt of the Earth";NULL;"For the last 40 years, the photographer Sebastiao Salgado has been travelling through the continents, in the footsteps of an ever-changing humanity. He has witnessed some of the major events of our recent history; international conflicts, starvation and exodus. He is now embarking on the discovery of pristine territories, of wild fauna and flora, and of grandiose landscapes as part of a huge photographic project which is a tribute to the planet‘s beauty. ";2014;110;2;NULL;TheSaltoftheEarth.jpg;NULL;1327958;1327958;NULL
70;"Blue Jasmine";"블루 재스민";"A New York socialite, deeply troubled and in denial, arrives in San Francisco to impose upon her sister. She looks a million, but isn‘t bringing money, peace, or love...";2013;98;2;NULL;BlueJasmine.jpg;2013-09-25;97505481;33405481;18000000
71;"August: Osage County";"어거스트: 가족의 초상";"A look at the lives of the strong-willed women of the Weston family, whose paths have diverged until a family crisis brings them back to the Oklahoma house they grew up in, and to the dysfunctional woman who raised them.";2013;121;1;NULL;AugustOsageCounty.jpg;2014-04-03;74188937;37738810;25000000
72;"Before Midnight";"비포 미드나잇";"We meet Jesse and Celine nine years on in Greece. Almost two decades have passed since their first meeting on that train bound for Vienna.";2013;109;1;NULL;"Before Midnight.jpg";2013-05-22;11176469;8114627;NULL
73;"The Grandmaster";NULL;"The story of martial-arts master Ip Man, the man who trained Bruce Lee.";2013;130;2;NULL;TheGrandmaster.jpg;NULL;64076736;6594959;11000000
74;"Inside Llewyn Davis";NULL;"A week in the life of a young singer as he navigates the Greenwich Village folk scene of 1961.";2013;104;1;NULL;InsideLlewynDavis.jpg;NULL;32935319;13235319;11000000
75;Prisoners;NULL;"When Keller Dover‘s daughter and her friend go missing, he takes matters into his own hands as the police pursue multiple leads and the pressure mounts. But just how far will this desperate father go to protect his family?";2013;153;1;NULL;Prisoners.jpg;NULL;122126687;61002302;46000000
76;"The Great Gatsby";"위대한 개츠비";"A Midwestern war veteran finds himself drawn to the past and lifestyle of his millionaire neighbor.";2013;143;2;NULL;TheGreatGatsby.jpg;NULL;351040419;144840419;105000000
77;"The Invisible Woman";NULL;"At the height of his career, Charles Dickens meets a younger woman who becomes his secret lover until his death.";2013;111;1;NULL;TheInvisibleWoman.jpg;NULL;1234254;1234254;NULL
78;"The Hobbit: The Desolation of Smaug";"호빗: 스마우그의 폐허";"The dwarves, along with Bilbo Baggins and Gandalf the Grey, continue their quest to reclaim Erebor, their homeland, from Smaug. Bilbo Baggins is in possession of a mysterious and magical ring.";2013;161;2;NULL;TheHobbitTheDesolationofSmaug.jpg;2013-12-12;960366855;258366855;250000000
79;"Lone Survivor";"론 서바이버";"Marcus Luttrell and his team set out on a mission to capture or kill notorious Taliban leader Ahmad Shah, in late June 2005. Marcus and his team are left to fight for their lives in one of the most valiant efforts of modern warfare.";2013;121;1;NULL;LoneSurvivor.jpg;NULL;149295601;125095601;40000000
80;"All Is Lost";NULL;"After a collision with a shipping container at sea, a resourceful sailor finds himself, despite all efforts to the contrary, staring his mortality in the face.";2013;16;2;NULL;AllIsLost.jpg;NULL;13627519;6263670;9000000
81;"Iron Man 3";"아이언맨 3";"When Tony Stark‘s world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.";2013;130;2;NULL;Ironman3.jpg;2013-04-25;1215439994;409013994;200000000
82;"Star Trek Into Darkness";"스타트렉 다크니스";"After the crew of the Enterprise find an unstoppable force of terror from within their own organization, Captain Kirk leads a manhunt to a war-zone world to capture a one-man weapon of mass destruction.";2013;132;2;NULL;StarTrekIntoDarkness.jpg;NULL;467381584;228778661;190000000
83;"Jackass Presents: Bad Grandpa";NULL;"86-year-old Irving Zisman takes a trip from Nebraska to North Carolina to take his 8 year-old grandson, Billy, back to his real father.";2013;92;1;NULL;JackassPresentsBadGrandpa.jpg;NULL;151831537;102003019;15000000
84;Frozen;겨울왕국;"When the newly crowned Queen Elsa accidentally uses her power to turn things into ice to curse her home in infinite winter, her sister, Anna, teams up with a mountain man, his playful reindeer, and a snowman to change the weather condition.";2013;102;3;NULL;Frozen.jpg;2014-01-16;1274219009;400738009;150000000
85;"Alone Yet Not Alone";NULL;"The year is 1755, and the English colonies are being ravaged by the atrocities of war. Opposing European powers have clashed over the fertile Ohio valley, and entire families are devastated";2013;103;2;NULL;AloneYetNotAlone.jpg;NULL;887851;887851;7000000
86;"Despicable Me 2";"슈퍼배드 2";"When Gru, the world‘s most super-bad turned super-dad has been recruited by a team of officials to stop lethal muscle and a host of Gru‘s own, He has to fight back with new gadgetry, cars, and more minion madness.";2013;98;3;NULL;DespicableMe2.jpg;2013-09-12;970761885;368061265;76000000
87;"Mandela: Long Walk to Freedom";NULL;"A chronicle of Nelson Mandela‘s life journey from his childhood in a rural village through to his inauguration as the first democratically elected president of South Africa.";2013;141;3;NULL;MandelaLongWalktoFreedom.jpg;NULL;27333835;8323085;NULL
88;"The Book Thief";"책 도둑";"While subjected to the horrors of World War II Germany, young Liesel finds solace by stealing books and sharing them with others. In the basement of her home, a Jewish refugee is being sheltered by her adoptive parents.";2013;131;2;NULL;TheBookThief.jpg;NULL;76586316;21488481;NULL
89;"Saving Mr. Banks";"세이빙 미스터 뱅크스";"Author P.L. Travers reflects on her childhood after reluctantly meeting with Walt Disney, who seeks to adapt her Mary Poppins books for the big screen.";2013;125;2;NULL;SavingMrBanks.jpg;1900-01-01;112544580;83301580;35000000
90;Argo;아르고;"Acting under the cover of a Hollywood producer scouting a location for a science fiction film, a CIA agent launches a dangerous operation to rescue six Americans in Tehran during the U.S. hostage crisis in Iran in 1980.";2012;120;1;NULL;argo.jpg;2012-10-31;232325503;136025503;44500000
91;Amour;아모르;"Georges and Anne are an octogenarian couple. They are cultivated, retired music teachers. Their daughter, also a musician, lives in Britain with her family. One day, Anne has a stroke, and the couple‘s bond of love is severely tested.";2012;127;2;NULL;Amor.jpg;2012-12-19;19839492;6739492;8900000
92;"Beasts of the Southern Wild";비스트;"Faced with both her hot-tempered father‘s fading health and melting ice-caps that flood her ramshackle bayou community and unleash ancient aurochs, six-year-old Hushpuppy must learn the ways of courage and love.";2012;93;2;NULL;BeastsoftheSouthernWild.jpg;2013-02-07;211077463;12795746;18000000
93;"Django Unchained";"장고: 분노의 추적자";"With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.";2012;165;1;NULL;DjangoUnchained.jpg;2013-03-21;425368238;162805434;100000000
94;"Les Miserables";"레 미제라블";"In 19th-century France, Jean Valjean, who for decades has been hunted by the ruthless policeman Javert after breaking parole, agrees to care for a factory worker‘s daughter. The decision changes their lives for ever.";2012;158;2;NULL;LesMiserables.jpg;2012-12-18;441809770;148809770;61000000
95;"Life of Pi";"라이프 오브 파이";"A young man who survives a disaster at sea is hurtled into an epic journey of adventure and discovery. While cast away, he forms an unexpected connection with another survivor: a fearsome Bengal tiger.";2012;127;3;NULL;LifeofPi.jpg;NULL;609016565;124987023;120000000
96;Lincoln;링컨;"As the Civil War continues to rage, America‘s president struggles with continuing carnage on the battlefield as he fights with many inside his own cabinet on the decision to emancipate the slaves.";2012;150;2;NULL;Lincoln.jpg;2013-03-14;275293450;182207973;65000000
97;"Silver Linings Playbook";"실버 라이닝 플레이북";"After a stint in a mental institution, former teacher Pat Solitano moves back in with his parents and tries to reconcile with his ex-wife. Things get more challenging when Pat meets Tiffany, a mysterious girl with problems of her own.";2012;122;2;NULL;SilverLiningsPlayBook.jpg;2013-02-14;236412453;132092958;21000000
98;"Zero Dark Thirty";"제로 다크 서티";"A chronicle of the decade-long hunt for al-Qaeda terrorist leader Osama bin Laden after the September 2001 attacks, and his death at the hands of the Navy S.E.A.L.s Team 6 in May 2011.";2012;157;1;NULL;ZeroDarkThrity.jpg;2013-03-07;132820716;95720716;40000000
99;"The Master";마스터;"A Naval veteran arrives home from war unsettled and uncertain of his future - until he is tantalized by The Cause and its charismatic leader.";2012;144;1;NULL;TheMaster.jpg;2013-07-11;28258060;16377274;32000000
100;Flight;플라이트;"An airline pilot saves almost all his passengers on his malfunctioning airliner which eventually crashed, but an investigation into the accident reveals something troubling.";2012;138;1;NULL;Flight.jpg;2013-02-28;161772375;93772375;31000000
101;"The Impossible";임파서블;"The story of a tourist family in Thailand caught in the destruction and chaotic aftermath of the 2004 Indian Ocean tsunami.";2012;114;2;NULL;TheImpossible.jpg;2013-01-17;180274123;19019882;30000000
102;"The Sessions";"세션: 이 남자가 사랑하는 법";"A man in an iron lung who wishes to lose his virginity contacts a professional sex surrogate with the help of his therapist and priest.";2012;95;1;NULL;TheSessions.jpg;2013-01-17;9138338;6002451;1000000
103;"Moonrise Kingdom";"문라이즈 킹덤";"A pair of young lovers flee their New England town, which causes a local search party to fan out to find them.";2012;94;2;NULL;MoonriseKingdom.jpg;NULL;68263166;45512466;16000000
104;"Anna Karenina";"안나 카레리나";"In late-19th-century Russian high society, St. Petersburg aristocrat Anna Karenina enters into a life-changing affair with the dashing Count Alexei Vronsky.";2012;129;1;NULL;AnnaKarenina.jpg;2013-03-21;68929150;12816367;NULL
105;Skyfall;"007 스카이폴";"Bond‘s loyalty to M is tested when her past comes back to haunt her. Whilst MI6 comes under attack, 007 must track down and destroy the threat, no matter how personal the cost.";2012;143;2;NULL;Skyfall.jpg;NULL;1108561013;304360277;20000000
106;"Mirror Mirror";백설공주;"An evil queen steals control of a kingdom and an exiled princess enlists the help of seven resourceful rebels to win back her birthright.";2012;106;2;NULL;MirrorMirror.jpg;2012-05-03;183018522;64935167;85000000
107;"Snow White and the Huntsman";"스노우 화이트 앤 더 헌츠맨";"In a twist to the fairy tale, the Huntsman ordered to take Snow White into the woods to be killed winds up becoming her protector and mentor in a quest to vanquish the Evil Queen.";2012;127;2;NULL;SnowWhiteandtheHuntsman.jpg;2012-05-30;396592829;155332381;170000000
108;"The Avengers";어벤져스;"Earth‘s mightiest heroes must come together and learn to fight as a team if they are to stop the mischievous Loki and his alien army from enslaving humanity.";2012;143;2;NULL;TheAvengers.jpg;2012-04-26;1518594910;623357910;220000000
109;"The Hobbit: An Unexpected Journey";"호빗: 뜻밖의 여정";"A reluctant hobbit, Bilbo Baggins, sets out to the Lonely Mountain with a spirited group of dwarves to reclaim their mountain home - and the gold within it - from the dragon Smaug.";2012;169;2;NULL;TheHobbitAnUnexpectedJourney.jpg;2012-12-13;1017003568;303003568;250000000
110;Prometheus;프로메테우스;"Following clues to the origin of mankind a team journey across the universe and find a structure on a distant planet containing a monolithic statue of a humanoid head and stone cylinders of alien blood but they soon find they are not alone.";2012;124;1;NULL;Prometheus.jpg;NULL;4033544698;126477084;130000000
111;Hitchcock;히치콕;"A love story between influential filmmaker Alfred Hitchcock and wife Alma Reville during the filming of Psycho (1960) in 1959.";2012;98;2;NULL;Hitchcock.jpg;NULL;23570541;6008677;NULL
